,id,date,saving_ratio,debt_saving_ratio,default_flag,max_dpd_6_months,max_dpd_12_months,max_dpd_24_months,problematic_cheque_count,customer_segment,duration_in_month,credit_history,purpose,credit_amount,savings,sme_history_begin,installment_as_income_perc,other_debtors,present_res_since,sector,average_credit_duration,customer_profile,business_type,credits_this_bank,revenue_range,people_under_maintenance,foreign_stakeholders,sector_risk,EBITDA,ROE,ROA,Revenue_Growth_Rate,Int_coverage_ratio,Net_Profit_Margin
534,535,17.05.2022,0.28,0.26,0,0,0,0.0,2,large_sme,24,existing credits paid back duly till now,domestic appliances,3105,unknown/ no savings account,... < 1 year ,4,none,2,Construction,25,individual_consumers,corporation,2,5m-10m,10,yes,1,22,26,90,43,-98,83.0
535,536,17.05.2021,1.01,0.99,1,0,0,0.0,2,small_sme,21,critical account/ other credits existing (not at this bank),lease_investment,2319,... < 100 DM,... < 1 year ,2,none,1,Construction,33,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,9,577,113,112,21,41,75.0
536,537,23.03.2020,0.13,0.11,0,0,0,0.0,3,micro_sme,6,existing credits paid back duly till now,car (new),1374,unknown/ no savings account,new company,4,none,3,Oil and gas,75,individual_consumers,corporation,1,10m+,10,yes,3,88,2,28,8,17,26.0
537,538,7.06.2021,0.42,0.4,0,0,0,0.0,1,medium_sme,18,critical account/ other credits existing (not at this bank),rent_payment,3612,... < 100 DM,.. >= 7 years,3,none,4,Oil and gas,37,individual_consumers,corporation,1,5m-10m,10,yes,0,748,50,95,77,-5,45.0
538,539,11.11.2021,0.29,0.27,1,0,0,0.0,0,micro_sme,48,existing credits paid back duly till now,car (new),7763,... < 100 DM,.. >= 7 years,4,none,4,Telecommunications,42,small_businesses,partnership,1,10m+,10,yes,3,481,118,74,38,-4,78.0
539,540,7.09.2022,0.15,0.13,0,0,0,0.0,0,small_sme,18,existing credits paid back duly till now,rent_payment,3049,... < 100 DM,... < 1 year ,1,none,1,Oil and gas,45,large_enterprises,corporation,1,1m-5m,10,yes,4,74,4,99,81,-77,3.0
540,541,29.01.2020,0.66,0.64,1,0,0,0.0,1,medium_sme,12,existing credits paid back duly till now,domestic appliances,1534,... < 100 DM,... < 1 year ,1,none,1,Real Estate,23,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,8,120,47,98,44,-31,80.0
541,542,5.03.2021,0.28,0.26,0,0,0,0.0,1,large_sme,24,delay in paying off in the past,car (new),2032,... < 100 DM,.. >= 7 years,4,none,4,Telecommunications,60,individual_consumers,partnership,2,5m-10m,10,yes,4,458,34,52,9,-58,4.0
542,543,20.07.2023,0.86,0.84,1,0,0,0.0,1,micro_sme,30,existing credits paid back duly till now,rent_payment,6350,unknown/ no savings account,.. >= 7 years,4,none,4,Oil and gas,31,individual_consumers,corporation,1,5m-10m,10,yes,3,394,34,103,82,85,84.0
543,544,3.08.2020,0.57,0.55,1,0,0,0.0,3,small_sme,18,existing credits paid back duly till now,rent_payment,2864,... < 100 DM,1 <= ... < 4 years,2,none,1,Real Estate,34,individual_consumers,corporation,1,1m-5m,20,yes,4,497,147,77,55,-54,77.0
544,545,16.02.2022,0.42,0.4,0,0,0,0.0,3,large_sme,12,critical account/ other credits existing (not at this bank),car (new),1255,... < 100 DM,.. >= 7 years,4,none,4,Real Estate,61,individual_consumers,corporation,2,1m-5m,10,yes,6,731,27,56,81,-66,43.0
545,546,25.11.2023,0.42,0.4,1,0,0,0.0,2,micro_sme,24,delay in paying off in the past,car (new),1333,... < 100 DM,new company,4,none,2,Real Estate,43,individual_consumers,partnership,2,5m-10m,20,yes,6,616,116,61,85,-75,94.0
546,547,24.03.2021,0.37,0.35,0,0,0,0.0,1,large_sme,24,critical account/ other credits existing (not at this bank),car (new),2022,... < 100 DM,1 <= ... < 4 years,4,none,4,Construction,37,individual_consumers,corporation,1,5m-10m,10,yes,1,274,15,17,72,-74,24.0
547,548,31.01.2020,0.41,0.39,0,0,0,0.0,0,large_sme,24,existing credits paid back duly till now,domestic appliances,1552,... < 100 DM,4 <= ... < 7 years,3,none,1,Construction,32,small_businesses,corporation,1,5m-10m,20,yes,2,403,25,45,98,-11,56.0
548,549,27.10.2020,0.19,0.17,1,0,0,0.0,0,micro_sme,12,all credits at this bank paid back duly,domestic appliances,626,... < 100 DM,1 <= ... < 4 years,4,none,4,Real Estate,24,small_businesses,corporation,1,1m-5m,10,yes,6,414,50,86,8,78,91.0
549,550,26.04.2021,0.36,0.34,0,0,0,0.0,1,large_sme,48,critical account/ other credits existing (not at this bank),car (used),8858,unknown/ no savings account,4 <= ... < 7 years,2,none,1,Telecommunications,35,individual_consumers,partnership,2,5m-10m,10,yes,3,276,99,96,51,-55,3.0
550,551,27.06.2023,0.43,0.41,0,0,0,0.0,3,large_sme,12,critical account/ other credits existing (not at this bank),education,996,unknown/ no savings account,4 <= ... < 7 years,4,none,4,Real Estate,23,individual_consumers,corporation,2,5m-10m,10,yes,6,528,15,8,42,96,60.0
551,552,16.03.2020,0.21,0.19,0,0,0,0.0,0,large_sme,6,all credits at this bank paid back duly,domestic appliances,1750,500 <= ... < 1000 DM ,.. >= 7 years,2,none,4,Oil and gas,45,small_businesses,corporation,1,1m-5m,20,yes,4,259,32,18,81,72,88.0
552,553,24.08.2023,0.63,0.61,1,0,0,0.0,0,micro_sme,48,existing credits paid back duly till now,domestic appliances,6999,... < 100 DM,4 <= ... < 7 years,1,guarantor,1,Real Estate,34,individual_consumers,corporation,2,5m-10m,10,yes,9,332,96,51,60,-71,86.0
553,554,30.06.2022,0.44,0.42,0,0,0,0.0,1,medium_sme,12,critical account/ other credits existing (not at this bank),car (new),1995,100 <= ... < 500 DM,... < 1 year ,4,none,1,Construction,27,individual_consumers,corporation,1,5m-10m,10,yes,7,129,88,55,96,-17,25.0
554,555,3.11.2023,0.11,0.09,0,0,0,0.0,1,medium_sme,9,existing credits paid back duly till now,lease_investment,1199,... < 100 DM,4 <= ... < 7 years,4,none,4,Oil and gas,67,individual_consumers,corporation,2,10m+,10,yes,6,29,93,24,5,-64,35.0
555,556,19.08.2023,0.44,0.42,1,0,0,0.0,3,medium_sme,12,existing credits paid back duly till now,domestic appliances,1331,... < 100 DM,... < 1 year ,2,none,1,Construction,22,large_enterprises,corporation,1,5m-10m,10,yes,8,315,21,98,60,-76,96.0
556,557,4.01.2021,0.47,0.45,1,0,0,0.0,3,medium_sme,18,no credits taken/ all credits paid back duly,car (new),2278,100 <= ... < 500 DM,... < 1 year ,3,none,3,Construction,28,individual_consumers,corporation,2,5m-10m,10,yes,10,151,91,90,23,60,92.0
557,558,17.07.2022,0.62,0.6,1,0,0,0.0,1,large_sme,21,no credits taken/ all credits paid back duly,car (new),5003,unknown/ no savings account,1 <= ... < 4 years,1,none,4,Oil and gas,29,small_businesses,corporation,2,5m-10m,10,yes,9,315,138,107,31,-91,74.0
558,559,16.03.2020,0.38,0.36,1,0,0,0.0,0,micro_sme,24,all credits at this bank paid back duly,rent_payment,3552,... < 100 DM,4 <= ... < 7 years,3,none,4,Construction,27,small_businesses,corporation,1,5m-10m,10,yes,4,534,60,142,26,29,96.0
559,560,19.09.2021,0.75,0.73,1,0,0,0.0,1,medium_sme,18,critical account/ other credits existing (not at this bank),rent_payment,1928,... < 100 DM,... < 1 year ,2,none,2,Real Estate,31,individual_consumers,corporation,2,1m-5m,10,yes,4,724,96,112,59,-17,84.0
560,561,6.12.2023,0.05,0.03,0,0,0,0.0,1,micro_sme,24,existing credits paid back duly till now,car (used),2964,unknown/ no savings account,.. >= 7 years,4,none,4,Telecommunications,49,small_businesses,partnership,1,5m-10m,20,yes,5,766,99,0,70,31,8.0
561,562,8.01.2020,0.83,0.81,1,0,0,0.0,0,micro_sme,24,all credits at this bank paid back duly,domestic appliances,1546,... < 100 DM,4 <= ... < 7 years,4,guarantor,4,Construction,24,small_businesses,sole_proprietorship,1,1m-5m,10,yes,4,951,90,137,10,42,77.0
562,563,20.08.2023,0.27,0.25,0,0,0,0.0,1,small_sme,6,delay in paying off in the past,domestic appliances,683,... < 100 DM,... < 1 year ,2,none,1,Oil and gas,29,small_businesses,corporation,1,5m-10m,10,yes,2,145,26,33,82,-80,56.0
563,564,18.03.2022,0.91,0.89,1,0,0,0.0,2,medium_sme,36,existing credits paid back duly till now,car (new),12389,unknown/ no savings account,1 <= ... < 4 years,1,none,4,Telecommunications,37,individual_consumers,partnership,1,5m-10m,10,yes,4,124,59,67,88,-82,75.0
564,565,2.12.2021,0.19,0.17,0,0,0,0.0,1,medium_sme,24,delay in paying off in the past,business,4712,unknown/ no savings account,1 <= ... < 4 years,4,none,2,Oil and gas,37,small_businesses,corporation,2,10m+,10,yes,6,633,10,50,56,-73,-9.0
565,566,22.09.2023,0.4,0.38,0,0,0,0.0,2,medium_sme,24,delay in paying off in the past,domestic appliances,1553,100 <= ... < 500 DM,4 <= ... < 7 years,3,none,2,Oil and gas,23,individual_consumers,sole_proprietorship,2,5m-10m,10,yes,3,121,91,31,44,18,30.0
566,567,23.09.2021,0.69,0.67,1,0,0,0.0,3,micro_sme,12,existing credits paid back duly till now,car (new),1372,... < 100 DM,4 <= ... < 7 years,2,none,3,Construction,36,individual_consumers,corporation,1,5m-10m,10,yes,6,109,94,119,19,71,81.0
567,568,13.03.2020,0.43,0.41,0,0,0,0.0,0,large_sme,24,critical account/ other credits existing (not at this bank),domestic appliances,2578,.. >= 1000 DM ,.. >= 7 years,2,none,2,Construction,34,individual_consumers,corporation,1,5m-10m,10,yes,4,563,23,56,79,-75,6.0
568,569,19.07.2020,0.46,0.44,0,0,0,0.0,0,medium_sme,48,existing credits paid back duly till now,domestic appliances,3979,unknown/ no savings account,4 <= ... < 7 years,4,none,1,Construction,41,individual_consumers,corporation,2,5m-10m,20,yes,2,754,59,48,30,-99,24.0
569,570,10.08.2020,0.47,0.45,1,0,0,0.0,1,micro_sme,48,existing credits paid back duly till now,domestic appliances,6758,... < 100 DM,1 <= ... < 4 years,3,none,2,Construction,31,individual_consumers,corporation,1,5m-10m,10,yes,8,170,64,148,49,43,82.0
570,571,18.02.2020,0.78,0.76,1,0,0,0.0,0,micro_sme,24,existing credits paid back duly till now,rent_payment,3234,... < 100 DM,... < 1 year ,4,none,4,Real Estate,23,individual_consumers,sole_proprietorship,1,1m-5m,10,yes,9,639,140,98,8,92,98.0
571,572,1.03.2021,0.14,0.12,0,0,0,0.0,0,large_sme,30,critical account/ other credits existing (not at this bank),domestic appliances,5954,... < 100 DM,4 <= ... < 7 years,3,co-applicant,2,Construction,38,individual_consumers,corporation,1,5m-10m,10,yes,1,555,25,6,37,-6,21.0
572,573,9.10.2020,0.17,0.15,0,0,0,0.0,1,large_sme,24,existing credits paid back duly till now,car (used),5433,unknown/ no savings account,new company,2,none,4,Oil and gas,26,individual_consumers,sole_proprietorship,1,10m+,10,yes,1,132,36,75,51,-75,10.0
573,574,9.05.2022,0.15,0.13,0,0,0,0.0,2,micro_sme,15,existing credits paid back duly till now,business,806,... < 100 DM,1 <= ... < 4 years,4,none,4,Oil and gas,22,individual_consumers,corporation,1,1m-5m,10,yes,1,300,13,5,80,89,21.0
574,575,27.01.2020,0.27,0.25,0,0,0,0.0,1,medium_sme,9,existing credits paid back duly till now,domestic appliances,1082,... < 100 DM,.. >= 7 years,4,none,4,Construction,27,individual_consumers,corporation,2,1m-5m,10,yes,3,152,-2,29,35,75,74.0
575,576,13.06.2020,0.49,0.47,0,0,0,0.0,0,large_sme,15,critical account/ other credits existing (not at this bank),rent_payment,2788,... < 100 DM,4 <= ... < 7 years,2,co-applicant,3,Construction,24,small_businesses,corporation,2,5m-10m,10,yes,0,172,-8,51,28,-11,-1.0
576,577,13.02.2023,0.29,0.27,0,0,0,0.0,1,medium_sme,12,existing credits paid back duly till now,domestic appliances,2930,... < 100 DM,4 <= ... < 7 years,2,none,1,Real Estate,27,individual_consumers,corporation,1,5m-10m,10,yes,3,268,4,26,44,86,74.0
577,578,22.07.2020,0.07,0.05,0,0,0,0.0,3,large_sme,24,critical account/ other credits existing (not at this bank),lease_investment,1927,unknown/ no savings account,1 <= ... < 4 years,3,none,2,Construction,33,individual_consumers,corporation,2,5m-10m,10,yes,3,351,64,93,70,52,47.0
578,579,10.11.2021,0.9,0.88,1,0,0,0.0,0,medium_sme,36,critical account/ other credits existing (not at this bank),car (new),2820,... < 100 DM,... < 1 year ,4,none,4,Construction,27,individual_consumers,corporation,2,5m-10m,10,yes,8,627,63,63,72,-41,73.0
579,580,31.07.2021,0.35,0.33,0,0,0,0.0,2,large_sme,24,existing credits paid back duly till now,retraining,937,... < 100 DM,... < 1 year ,4,none,3,Construction,27,individual_consumers,corporation,2,1m-5m,10,yes,6,752,68,83,8,-39,7.0
580,581,27.06.2023,0.05,0.03,1,0,0,0.0,0,medium_sme,18,critical account/ other credits existing (not at this bank),car (new),1056,... < 100 DM,.. >= 7 years,3,guarantor,3,Real Estate,30,small_businesses,corporation,2,5m-10m,10,yes,6,886,117,69,49,35,90.0
581,582,8.08.2023,0.33,0.31,0,0,0,0.0,3,medium_sme,12,critical account/ other credits existing (not at this bank),car (new),3124,... < 100 DM,... < 1 year ,1,none,3,Real Estate,49,small_businesses,corporation,2,1m-5m,20,yes,4,174,18,38,74,-17,-6.0
582,583,8.04.2021,0.45,0.43,0,0,0,0.0,2,large_sme,9,existing credits paid back duly till now,rent_payment,1388,... < 100 DM,1 <= ... < 4 years,4,none,2,Real Estate,26,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,2,153,13,61,80,-36,24.0
583,584,16.07.2021,0.15,0.13,1,0,0,0.0,0,medium_sme,36,existing credits paid back duly till now,education,2384,... < 100 DM,... < 1 year ,4,none,1,Telecommunications,33,individual_consumers,sole_proprietorship,1,1m-5m,10,yes,5,643,132,107,82,-47,73.0
584,585,28.06.2021,0.43,0.41,0,0,0,0.0,2,large_sme,12,existing credits paid back duly till now,car (new),2133,unknown/ no savings account,.. >= 7 years,4,none,4,Telecommunications,52,individual_consumers,partnership,1,10m+,10,yes,0,792,36,78,72,74,35.0
585,586,24.08.2020,0.52,0.5,1,0,0,0.0,3,micro_sme,18,existing credits paid back duly till now,rent_payment,2039,... < 100 DM,1 <= ... < 4 years,1,none,4,Real Estate,20,small_businesses,sole_proprietorship,1,5m-10m,10,yes,9,767,47,115,4,42,77.0
586,587,13.12.2022,0.48,0.46,0,0,0,0.0,0,micro_sme,9,critical account/ other credits existing (not at this bank),car (new),2799,... < 100 DM,1 <= ... < 4 years,2,none,2,Real Estate,36,individual_consumers,sole_proprietorship,2,5m-10m,20,yes,6,602,64,35,8,-10,24.0
587,588,5.01.2020,0.25,0.23,0,0,0,0.0,3,micro_sme,12,existing credits paid back duly till now,rent_payment,1289,... < 100 DM,1 <= ... < 4 years,4,guarantor,1,Oil and gas,21,individual_consumers,corporation,1,1m-5m,10,yes,2,767,2,87,42,-97,88.0
588,589,19.03.2021,0.61,0.59,1,0,0,0.0,2,micro_sme,18,existing credits paid back duly till now,repairs,1217,... < 100 DM,1 <= ... < 4 years,4,none,3,Real Estate,47,individual_consumers,corporation,1,1m-5m,10,yes,3,602,67,98,87,-11,98.0
589,590,20.02.2022,0.76,0.74,1,0,0,0.0,0,micro_sme,12,critical account/ other credits existing (not at this bank),rent_payment,2246,... < 100 DM,.. >= 7 years,3,none,3,Oil and gas,60,individual_consumers,corporation,2,5m-10m,10,yes,7,533,44,113,65,-16,70.0
590,591,10.03.2022,0.29,0.27,0,0,0,0.0,2,micro_sme,12,critical account/ other credits existing (not at this bank),domestic appliances,385,... < 100 DM,4 <= ... < 7 years,4,none,3,Real Estate,58,individual_consumers,corporation,4,1m-5m,10,yes,7,683,14,31,74,78,17.0
591,592,20.11.2021,0.09,0.07,0,0,0,0.0,2,medium_sme,24,delay in paying off in the past,car (new),1965,unknown/ no savings account,1 <= ... < 4 years,4,none,4,Construction,42,individual_consumers,sole_proprietorship,2,5m-10m,10,yes,2,366,81,79,20,49,-6.0
592,593,28.02.2021,0.42,0.4,0,0,0,0.0,2,large_sme,21,existing credits paid back duly till now,business,1572,.. >= 1000 DM ,.. >= 7 years,4,none,4,Real Estate,36,small_businesses,corporation,1,1m-5m,10,yes,3,240,16,34,3,-40,82.0
593,594,28.03.2023,0.92,0.9,1,0,0,0.0,0,medium_sme,24,existing credits paid back duly till now,car (new),2718,... < 100 DM,1 <= ... < 4 years,3,none,4,Oil and gas,20,individual_consumers,sole_proprietorship,1,1m-5m,10,yes,7,557,47,131,55,-18,85.0
594,595,5.02.2022,0.13,0.11,1,0,0,0.0,3,micro_sme,24,all credits at this bank paid back duly,furniture/equipment,1358,unknown/ no savings account,.. >= 7 years,4,none,3,Construction,40,large_enterprises,corporation,1,10m+,10,yes,4,519,31,92,65,-55,92.0
595,596,5.11.2021,0.46,0.44,1,0,0,0.0,3,medium_sme,6,all credits at this bank paid back duly,car (new),931,100 <= ... < 500 DM,... < 1 year ,1,none,1,Oil and gas,32,large_enterprises,corporation,1,1m-5m,10,yes,7,388,110,50,9,-43,100.0
596,597,30.12.2022,0.9,0.88,1,0,0,0.0,0,micro_sme,24,existing credits paid back duly till now,car (new),1442,... < 100 DM,4 <= ... < 7 years,4,none,4,Construction,23,individual_consumers,sole_proprietorship,2,5m-10m,10,yes,7,895,120,128,55,48,85.0
597,598,25.03.2020,0.36,0.34,1,0,0,0.0,2,medium_sme,24,no credits taken/ all credits paid back duly,business,4241,... < 100 DM,1 <= ... < 4 years,1,none,4,Real Estate,36,individual_consumers,corporation,3,1m-5m,10,yes,7,109,66,137,69,50,97.0
598,599,8.02.2020,0.08,0.06,1,0,0,0.0,2,large_sme,18,critical account/ other credits existing (not at this bank),car (new),2775,... < 100 DM,4 <= ... < 7 years,2,none,2,Oil and gas,31,small_businesses,corporation,2,5m-10m,10,yes,3,669,66,86,46,-37,94.0
599,600,19.11.2023,0.19,0.17,0,0,0,0.0,3,large_sme,24,delay in paying off in the past,business,3863,... < 100 DM,1 <= ... < 4 years,1,none,2,Telecommunications,32,individual_consumers,partnership,1,5m-10m,10,yes,7,520,28,7,10,-16,40.0
600,601,4.01.2022,0.48,0.46,0,0,0,0.0,1,medium_sme,7,existing credits paid back duly till now,domestic appliances,2329,... < 100 DM,... < 1 year ,1,guarantor,1,Real Estate,45,individual_consumers,corporation,1,5m-10m,10,yes,0,587,93,4,90,-37,34.0
601,602,8.08.2022,0.95,0.93,1,0,0,0.0,1,medium_sme,9,existing credits paid back duly till now,rent_payment,918,... < 100 DM,1 <= ... < 4 years,4,none,1,Oil and gas,30,individual_consumers,corporation,1,5m-10m,10,yes,9,533,46,77,24,94,93.0
602,603,5.08.2021,0.86,0.84,1,0,0,0.0,2,medium_sme,24,all credits at this bank paid back duly,lease_investment,1837,... < 100 DM,4 <= ... < 7 years,4,none,4,Telecommunications,34,small_businesses,partnership,1,1m-5m,10,yes,6,243,124,119,74,85,75.0
603,604,1.05.2020,0.68,0.66,1,0,0,0.0,3,large_sme,36,existing credits paid back duly till now,rent_payment,3349,... < 100 DM,1 <= ... < 4 years,4,none,2,Construction,28,individual_consumers,corporation,1,10m+,10,yes,10,396,137,128,31,-59,92.0
604,605,8.05.2023,0.13,0.11,0,0,0,0.0,2,small_sme,10,existing credits paid back duly till now,rent_payment,1275,... < 100 DM,... < 1 year ,4,none,2,Oil and gas,23,individual_consumers,corporation,1,5m-10m,10,yes,5,643,27,14,91,34,14.0
605,606,13.06.2020,0.31,0.29,0,0,0,0.0,1,micro_sme,24,all credits at this bank paid back duly,rent_payment,2828,500 <= ... < 1000 DM ,1 <= ... < 4 years,4,none,4,Real Estate,22,large_enterprises,corporation,1,5m-10m,10,yes,6,488,23,22,96,49,15.0
606,607,12.08.2022,0.04,0.02,0,0,0,0.0,0,large_sme,24,critical account/ other credits existing (not at this bank),business,4526,... < 100 DM,1 <= ... < 4 years,3,none,2,Real Estate,74,individual_consumers,corporation,1,10m+,10,yes,1,448,98,2,79,90,66.0
607,608,19.12.2023,0.59,0.57,1,0,0,0.0,3,medium_sme,36,existing credits paid back duly till now,domestic appliances,2671,100 <= ... < 500 DM,1 <= ... < 4 years,4,co-applicant,4,Telecommunications,50,individual_consumers,partnership,1,5m-10m,10,yes,5,962,117,58,94,-11,79.0
608,609,11.06.2021,0.23,0.21,0,0,0,0.0,0,large_sme,18,existing credits paid back duly till now,domestic appliances,2051,... < 100 DM,... < 1 year ,4,none,1,Real Estate,33,individual_consumers,corporation,1,5m-10m,10,yes,4,741,92,9,69,31,-3.0
609,610,13.01.2020,0.36,0.34,0,0,0,0.0,1,large_sme,15,existing credits paid back duly till now,car (used),1300,unknown/ no savings account,.. >= 7 years,4,none,4,Telecommunications,45,small_businesses,partnership,1,5m-10m,20,yes,4,204,79,68,18,-91,47.0
610,611,15.01.2023,0.73,0.71,1,0,0,0.0,0,micro_sme,12,existing credits paid back duly till now,repairs,741,100 <= ... < 500 DM,new company,4,none,3,Oil and gas,22,individual_consumers,corporation,1,5m-10m,10,yes,3,144,23,136,33,-2,99.0
611,612,12.04.2022,0.94,0.92,1,0,0,0.0,1,small_sme,10,existing credits paid back duly till now,car (new),1240,100 <= ... < 500 DM,.. >= 7 years,1,none,4,Telecommunications,48,individual_consumers,partnership,1,1m-5m,20,yes,6,871,135,101,39,-95,72.0
612,613,3.12.2021,0.37,0.35,0,0,0,0.0,2,micro_sme,21,existing credits paid back duly till now,domestic appliances,3357,.. >= 1000 DM ,... < 1 year ,4,none,2,Construction,29,small_businesses,corporation,1,5m-10m,10,yes,5,163,93,56,84,22,88.0
613,614,13.04.2022,0.14,0.12,0,0,0,0.0,3,micro_sme,24,all credits at this bank paid back duly,car (used),3632,... < 100 DM,1 <= ... < 4 years,1,guarantor,4,Construction,22,small_businesses,sole_proprietorship,1,5m-10m,10,no,4,540,-6,37,97,1,27.0
614,615,23.09.2021,0.99,0.97,1,0,0,0.0,1,large_sme,18,delay in paying off in the past,rent_payment,1808,... < 100 DM,4 <= ... < 7 years,4,none,1,Real Estate,22,individual_consumers,corporation,1,5m-10m,10,yes,4,914,37,115,64,10,85.0
615,616,30.10.2022,0.24,0.22,0,0,0,0.0,0,medium_sme,48,no credits taken/ all credits paid back duly,business,12204,unknown/ no savings account,1 <= ... < 4 years,2,none,2,Construction,48,small_businesses,corporation,1,10m+,10,yes,3,613,15,76,81,17,83.0
616,617,25.11.2021,0.29,0.27,0,0,0,0.0,2,medium_sme,60,delay in paying off in the past,domestic appliances,9157,unknown/ no savings account,1 <= ... < 4 years,2,none,2,Telecommunications,27,individual_consumers,partnership,1,10m+,10,yes,6,27,64,46,7,-87,-10.0
617,618,18.01.2023,0.37,0.35,0,0,0,0.0,0,micro_sme,6,critical account/ other credits existing (not at this bank),car (new),3676,... < 100 DM,1 <= ... < 4 years,1,none,3,Real Estate,37,individual_consumers,sole_proprietorship,3,5m-10m,20,yes,2,374,28,8,45,86,46.0
618,619,30.06.2020,1.0,0.98,1,0,0,0.0,3,medium_sme,30,existing credits paid back duly till now,rent_payment,3441,100 <= ... < 500 DM,1 <= ... < 4 years,2,co-applicant,4,Construction,21,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,10,254,55,140,41,47,97.0
619,620,30.05.2021,0.09,0.07,0,0,0,0.0,2,large_sme,12,existing credits paid back duly till now,car (new),640,... < 100 DM,1 <= ... < 4 years,4,none,2,Real Estate,49,individual_consumers,corporation,1,1m-5m,10,yes,0,95,82,62,5,-22,-5.0
620,621,22.02.2023,0.46,0.44,0,0,0,0.0,1,medium_sme,21,critical account/ other credits existing (not at this bank),business,3652,... < 100 DM,4 <= ... < 7 years,2,none,3,Oil and gas,27,individual_consumers,corporation,2,5m-10m,10,yes,0,510,51,11,26,85,22.0
621,622,12.12.2022,0.56,0.54,1,0,0,0.0,2,large_sme,18,critical account/ other credits existing (not at this bank),car (new),1530,... < 100 DM,1 <= ... < 4 years,3,none,2,Oil and gas,32,small_businesses,corporation,2,5m-10m,10,yes,10,258,48,60,84,31,97.0
622,623,12.12.2021,0.32,0.3,1,0,0,0.0,0,large_sme,48,existing credits paid back duly till now,business,3914,unknown/ no savings account,1 <= ... < 4 years,4,none,2,Real Estate,38,small_businesses,corporation,1,5m-10m,10,yes,8,528,75,105,86,-36,89.0
623,624,20.04.2022,0.32,0.3,0,0,0,0.0,3,micro_sme,12,existing credits paid back duly till now,rent_payment,1858,... < 100 DM,... < 1 year ,4,none,1,Construction,22,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,1,256,83,88,54,54,-3.0
624,625,29.09.2020,0.51,0.49,1,0,0,0.0,0,micro_sme,18,existing credits paid back duly till now,domestic appliances,2600,... < 100 DM,1 <= ... < 4 years,4,none,4,Telecommunications,65,individual_consumers,partnership,2,5m-10m,10,yes,5,682,42,134,39,-76,79.0
625,626,10.07.2020,0.31,0.29,0,0,0,0.0,2,large_sme,15,existing credits paid back duly till now,domestic appliances,1979,unknown/ no savings account,.. >= 7 years,4,none,2,Construction,35,individual_consumers,corporation,1,5m-10m,10,yes,0,576,22,68,21,-50,22.0
626,627,17.01.2020,0.45,0.43,0,0,0,0.0,2,small_sme,6,existing credits paid back duly till now,rent_payment,2116,... < 100 DM,1 <= ... < 4 years,2,none,2,Real Estate,41,individual_consumers,corporation,1,5m-10m,10,yes,7,484,31,23,11,-92,43.0
627,628,20.04.2023,0.43,0.41,1,0,0,0.0,3,medium_sme,9,all credits at this bank paid back duly,car (new),1437,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,3,Telecommunications,29,individual_consumers,corporation,1,5m-10m,10,yes,8,867,127,108,27,-12,95.0
628,629,23.07.2023,0.18,0.16,0,0,0,0.0,3,large_sme,42,critical account/ other credits existing (not at this bank),rent_payment,4042,500 <= ... < 1000 DM ,1 <= ... < 4 years,4,none,4,Real Estate,36,individual_consumers,corporation,2,5m-10m,10,yes,5,268,3,51,54,-35,76.0
629,630,14.01.2022,0.16,0.14,0,0,0,0.0,3,large_sme,9,existing credits paid back duly till now,lease_investment,3832,unknown/ no savings account,.. >= 7 years,1,none,4,Real Estate,64,individual_consumers,corporation,1,1m-5m,10,yes,1,28,51,99,66,71,29.0
630,631,2.02.2021,0.19,0.17,0,0,0,0.0,3,micro_sme,24,existing credits paid back duly till now,domestic appliances,3660,... < 100 DM,1 <= ... < 4 years,2,none,4,Construction,28,individual_consumers,corporation,1,5m-10m,10,yes,7,286,14,43,52,85,17.0
631,632,11.10.2022,0.12,0.1,1,0,0,0.0,0,micro_sme,18,all credits at this bank paid back duly,rent_payment,1553,... < 100 DM,1 <= ... < 4 years,4,none,3,Construction,44,small_businesses,corporation,1,5m-10m,10,yes,6,954,21,97,25,-8,100.0
632,633,29.01.2023,0.3,0.28,0,0,0,0.0,3,medium_sme,15,existing credits paid back duly till now,domestic appliances,1444,unknown/ no savings account,... < 1 year ,4,none,1,Oil and gas,23,individual_consumers,corporation,1,5m-10m,10,yes,5,493,28,86,36,86,20.0
633,634,9.04.2022,0.09,0.07,1,0,0,0.0,3,large_sme,9,existing credits paid back duly till now,rent_payment,1980,... < 100 DM,... < 1 year ,2,co-applicant,2,Construction,19,individual_consumers,sole_proprietorship,2,5m-10m,10,yes,4,940,126,122,97,-99,93.0
634,635,1.09.2023,0.68,0.66,1,0,0,0.0,1,medium_sme,24,existing credits paid back duly till now,car (new),1355,... < 100 DM,... < 1 year ,3,none,4,Construction,25,individual_consumers,corporation,1,1m-5m,10,yes,5,584,149,73,62,-63,76.0
635,636,18.05.2021,0.06,0.04,0,0,0,0.0,3,large_sme,12,existing credits paid back duly till now,lease_investment,1393,... < 100 DM,.. >= 7 years,4,none,4,Oil and gas,47,small_businesses,corporation,3,5m-10m,20,yes,0,756,93,59,57,-97,34.0
